name,street,subarea,area,city,province,Address
Qasr e Farooque,Modern Road No 3,Block 3 Modern Society,PECHS,Karachi,Sindh,Qasr e Farooque Modern Road No 3 Block 3 Modern Society PECHS Karachi Sindh
Symphony,Dupatta Gali,Block 2,PECHS,Karachi,Sindh,Symphony Dupatta Gali Block 2 PECHS Karachi Sindh
Kodvavi Associate,Khayaban e Jami,Phase 2 Ext,DHA,Karachi,Sindh,Kodvavi Associate Khayaban e Jami Phase 2 Ext DHA Karachi Sindh
Jewellery,Badar Commercial Street No 6,Phase 5,DHA,Karachi,Sindh,Jewellery Badar Commercial Street No 6 Phase 5 DHA Karachi Sindh
Adon Plus Furniture,Stadium Lane No 3,Phase 5,DHA,Karachi,Sindh,Adon Plus Furniture Stadium Lane No 3 Phase 5 DHA Karachi Sindh
Kabir Autos,14th Commercial Street,Phase 2 Commercial Area,DHA,Karachi,Sindh,Kabir Autos 14th Commercial Street Phase 2 Commercial Area DHA Karachi Sindh
Rukhsar Boutique,Sunset Lane No 4,Phase 2 Commercial Area,DHA,Karachi,Sindh,Rukhsar Boutique Sunset Lane No 4 Phase 2 Commercial Area DHA Karachi Sindh
Davis Langdon & Seah Pak,Khayaban e Bukhari,Phase 6,DHA,Karachi,Sindh,Davis Langdon & Seah Pak Khayaban e Bukhari Phase 6 DHA Karachi Sindh
Bismillah Tailors,Rahat Lane No 1,Phase 6,DHA,Karachi,Sindh,Bismillah Tailors Rahat Lane No 1 Phase 6 DHA Karachi Sindh
Wajha Collection,Adnan Khalil Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,Wajha Collection Adnan Khalil Street Block 3 Gulshan e Iqbal Karachi Sindh
Zariq Autos,Korangi Road,Bhittai Colony,Korangi Creek,Karachi,Sindh,Zariq Autos Korangi Road Bhittai Colony Korangi Creek Karachi Sindh
Nida Azwer Atelier,Khayaban e Shamsheer,Phase 5,DHA,Karachi,Sindh,Nida Azwer Atelier Khayaban e Shamsheer Phase 5 DHA Karachi Sindh
Jeddah Noorani Ice Cream,Allama Shabbir Ahmed Usmani Road,Block 7,Gulshan e Iqbal,Karachi,Sindh,Jeddah Noorani Ice Cream Allama Shabbir Ahmed Usmani Road Block 7 Gulshan e Iqbal Karachi Sindh
Dawn News Paper Add Booking,Nipa Interchange,Block 6,Gulshan e Iqbal,Karachi,Sindh,Dawn News Paper Add Booking Nipa Interchange Block 6 Gulshan e Iqbal Karachi Sindh
786 Real Estate,Dr Nishat Malik Shaheed Road,Block 1,Gulshan e Iqbal,Karachi,Sindh,786 Real Estate Dr Nishat Malik Shaheed Road Block 1 Gulshan e Iqbal Karachi Sindh
A One Dry Cleaners,City Bakery Street,Block 17,Gulistan e Jauhar,Karachi,Sindh,A One Dry Cleaners City Bakery Street Block 17 Gulistan e Jauhar Karachi Sindh
Accountant General Sindh,University Road,Block 11,Gulshan e Iqbal,Karachi,Sindh,Accountant General Sindh University Road Block 11 Gulshan e Iqbal Karachi Sindh
Abdullah Steel & Ironworks,Qadri Masjid Road,Sector 5 F,New Karachi,Karachi,Sindh,Abdullah Steel & Ironworks Qadri Masjid Road Sector 5 F New Karachi Karachi Sindh
Abrar Electronics,Jamia Millia Road,Gulshan e Rafi,Shah Faisal Town,Karachi,Sindh,Abrar Electronics Jamia Millia Road Gulshan e Rafi Shah Faisal Town Karachi Sindh
Al Raheem Comm,Shahrah e Faisal,Moria Khan Goth,Shah Faisal Town,Karachi,Sindh,Al Raheem Comm Shahrah e Faisal Moria Khan Goth Shah Faisal Town Karachi Sindh
Aleens Beauty Salon & Training Center,Shahrah e Usman,Sector 5 K,New Karachi,Karachi,Sindh,Aleens Beauty Salon & Training Center Shahrah e Usman Sector 5 K New Karachi Karachi Sindh
Ali Medical Store,43rd Street,C Area,Liaquatabad,Karachi,Sindh,Ali Medical Store 43rd Street C Area Liaquatabad Karachi Sindh
Allah Tawakkal Lubricant,N Food Street,Sector 7D/2,North Karachi,Karachi,Sindh,Allah Tawakkal Lubricant N Food Street Sector 7D/2 North Karachi Karachi Sindh
Areeba General Store,Shah Faisal Colony Flyover,Moria Khan Goth,Shah Faisal Town,Karachi,Sindh,Areeba General Store Shah Faisal Colony Flyover Moria Khan Goth Shah Faisal Town Karachi Sindh
Arif Electric Shop,Iqbalabad Road,Drigh Colony,Shah Faisal Town,Karachi,Sindh,Arif Electric Shop Iqbalabad Road Drigh Colony Shah Faisal Town Karachi Sindh
Asif Associates Property Dealer,University Road,Block 13 A,Gulshan e Iqbal,Karachi,Sindh,Asif Associates Property Dealer University Road Block 13 A Gulshan e Iqbal Karachi Sindh
Ashrafi Garments,Shah Faisal Colony Flyover,Shah Faisal Colony 2,Shah Faisal Town,Karachi,Sindh,Ashrafi Garments Shah Faisal Colony Flyover Shah Faisal Colony 2 Shah Faisal Town Karachi Sindh
Ayesha Gift Center,Shah Faisal Colony Road,Shah Faisal Colony 1,Shah Faisal Town,Karachi,Sindh,Ayesha Gift Center Shah Faisal Colony Road Shah Faisal Colony 1 Shah Faisal Town Karachi Sindh
Aziz Autos,Shahrah e Shabbir Ahmed Usmani,Sector 43 B,Landhi,Karachi,Sindh,Aziz Autos Shahrah e Shabbir Ahmed Usmani Sector 43 B Landhi Karachi Sindh
Barbi Beauty Zone,Central Street,Sector 5 M,New Karachi,Karachi,Sindh,Barbi Beauty Zone Central Street Sector 5 M New Karachi Karachi Sindh
Bismillah Autos,Qatar Hospital Road,Sector 14 E,Shamsi Colony,Karachi,Sindh,Bismillah Autos Qatar Hospital Road Sector 14 E Shamsi Colony Karachi Sindh
City Juice Center,Sehba Akhtar Road,Block 13 D 3,Gulshan e Iqbal,Karachi,Sindh,City Juice Center Sehba Akhtar Road Block 13 D 3 Gulshan e Iqbal Karachi Sindh
Damsel Beauty Parlour,Mehran Street,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh,Damsel Beauty Parlour Mehran Street Block 13 D 2 Gulshan e Iqbal Karachi Sindh
Fahad General Store,Shahrah e Usman,Sector 5 M,New Karachi,Karachi,Sindh,Fahad General Store Shahrah e Usman Sector 5 M New Karachi Karachi Sindh
Fancy Decorators,Sehba Akhtar Road,Block 13 G,Gulshan e Iqbal,Karachi,Sindh,Fancy Decorators Sehba Akhtar Road Block 13 G Gulshan e Iqbal Karachi Sindh
Haider Autos,Shahrah e Qaddafi,Sector 13 A,Orangi,Karachi,Sindh,Haider Autos Shahrah e Qaddafi Sector 13 A Orangi Karachi Sindh
Habib Qatar Exchange,Shah Faisal Colony Flyover,Moria Khan Goth,Shah Faisal Town,Karachi,Sindh,Habib Qatar Exchange Shah Faisal Colony Flyover Moria Khan Goth Shah Faisal Town Karachi Sindh
Hanif Autos,Naseer ul Haq Road,Sector 11 E,North Karachi,Karachi,Sindh,Hanif Autos Naseer ul Haq Road Sector 11 E North Karachi Karachi Sindh
Hina Beauty Parlour,SM Taufiq Road,C Area,Liaquatabad,Karachi,Sindh,Hina Beauty Parlour SM Taufiq Road C Area Liaquatabad Karachi Sindh
Ismail & Sons Tailors,Ayesha Masjid Road,Sector 11 B,North Karachi,Karachi,Sindh,Ismail & Sons Tailors Ayesha Masjid Road Sector 11 B North Karachi Karachi Sindh
Javed Qureshi Scrap Wala,Bahadur Ali Road,Sector 5 G,New Karachi,Karachi,Sindh,Javed Qureshi Scrap Wala Bahadur Ali Road Sector 5 G New Karachi Karachi Sindh
Jauhar Grid Station,Palace Road,Block 5,Gulistan e Jauhar,Karachi,Sindh,Jauhar Grid Station Palace Road Block 5 Gulistan e Jauhar Karachi Sindh
Javed Auto Electrician,Street Number 4,Sector 11 E,Muhammad Nagar,Karachi,Sindh,Javed Auto Electrician Street Number 4 Sector 11 E Muhammad Nagar Karachi Sindh
Jholay Lal Service Station Bike Wash,Qabristan Road,Hasrat Mohani Colony,Korangi,Karachi,Sindh,Jholay Lal Service Station Bike Wash Qabristan Road Hasrat Mohani Colony Korangi Karachi Sindh
Kamran Rent A Car,Syed Altaf Ali Brelvi Road,Block 1,Liaquatabad,Karachi,Sindh,Kamran Rent A Car Syed Altaf Ali Brelvi Road Block 1 Liaquatabad Karachi Sindh
Karishma Movie & Still Photography,Qatar Hospital Road,Sector 15 B,Orangi,Karachi,Sindh,Karishma Movie & Still Photography Qatar Hospital Road Sector 15 B Orangi Karachi Sindh
Khalid Oil Exchange Shop,Shahrah e Faisal,Shah Faisal Colony 1,Shah Faisal Town,Karachi,Sindh,Khalid Oil Exchange Shop Shahrah e Faisal Shah Faisal Colony 1 Shah Faisal Town Karachi Sindh
Khan Comm,Al Waris Street,Sector 38 A,Gulzar e Hijri Scheme 33,Karachi,Sindh,Khan Comm Al Waris Street Sector 38 A Gulzar e Hijri Scheme 33 Karachi Sindh
M Nazeer Electric Works,Johar Hill Road,Block 3,Gulistan e Jauhar,Karachi,Sindh,M Nazeer Electric Works Johar Hill Road Block 3 Gulistan e Jauhar Karachi Sindh
Madina Electronics,Abbasia Masjid Road,Shah Faisal Colony 5,Shah Faisal Town,Karachi,Sindh,Madina Electronics Abbasia Masjid Road Shah Faisal Colony 5 Shah Faisal Town Karachi Sindh
M Rehman Jewellers,Qatar Hospital Road,Sector 14 E,Shamsi Colony,Karachi,Sindh,M Rehman Jewellers Qatar Hospital Road Sector 14 E Shamsi Colony Karachi Sindh
Makkah Ice Cream & Broast Point,Norani Eidgah Road,Sector 11 G,North Karachi,Karachi,Sindh,Makkah Ice Cream & Broast Point Norani Eidgah Road Sector 11 G North Karachi Karachi Sindh
Manzoor Sons School College Uniform Center,Aligarh Road,Sector 7 A,Orangi,Karachi,Sindh,Manzoor Sons School College Uniform Center Aligarh Road Sector 7 A Orangi Karachi Sindh
Mashallah Steel Wholesale Dealer,Landhi Local Road,Sector 39,Korangi,Karachi,Sindh,Mashallah Steel Wholesale Dealer Landhi Local Road Sector 39 Korangi Karachi Sindh
Masood Ali Karachi Paint Store,Korangi Shah Faisal Road,Sector 11,Landhi,Karachi,Sindh,Masood Ali Karachi Paint Store Korangi Shah Faisal Road Sector 11 Landhi Karachi Sindh
MoneyGram,Shaheen School Road,Block 4,Gulistan e Jauhar,Karachi,Sindh,MoneyGram Shaheen School Road Block 4 Gulistan e Jauhar Karachi Sindh
Mudassir General & Karyana Store,Umer Bin Khattab Street,Sector 8,North Karachi,Karachi,Sindh,Mudassir General & Karyana Store Umer Bin Khattab Street Sector 8 North Karachi Karachi Sindh
Nida Garments,Qatar Hospital Road,Sector 14 E,Shamsi Colony,Karachi,Sindh,Nida Garments Qatar Hospital Road Sector 14 E Shamsi Colony Karachi Sindh
Pakistan Shoes Mela,Power House Chowrangi,Sector 5 K,New Karachi,Karachi,Sindh,Pakistan Shoes Mela Power House Chowrangi Sector 5 K New Karachi Karachi Sindh
Pasha Autos,Shahrah e Usman,Sector 5 C 4,New Karachi,Karachi,Sindh,Pasha Autos Shahrah e Usman Sector 5 C 4 New Karachi Karachi Sindh
Quetta Paint & Hardware,University Road,Sector 38 A,Gulzar e Hijri Scheme 33,Karachi,Sindh,Quetta Paint & Hardware University Road Sector 38 A Gulzar e Hijri Scheme 33 Karachi Sindh
Pines Associate,Anda Mor Road,Sector 11 C 3,North Karachi,Karachi,Sindh,Pines Associate Anda Mor Road Sector 11 C 3 North Karachi Karachi Sindh
Rajput Oil Traders & Autos,Shahrah e Usman,Sector 5 B 2,New Karachi,Karachi,Sindh,Rajput Oil Traders & Autos Shahrah e Usman Sector 5 B 2 New Karachi Karachi Sindh
Raja Nihari Restaurant & Sheermal House,Anum Uzair Shaheed Road,Block 13 C,Gulshan e Iqbal,Karachi,Sindh,Raja Nihari Restaurant & Sheermal House Anum Uzair Shaheed Road Block 13 C Gulshan e Iqbal Karachi Sindh
Sabri BBQ,Shahrah e Maulana Shaukat Ali,Sector 11 G,North Karachi,Karachi,Sindh,Sabri BBQ Shahrah e Maulana Shaukat Ali Sector 11 G North Karachi Karachi Sindh
Saleem & Sabir Cement Works,Azeempura Road,Gulfishan Society,Shah Faisal Town,Karachi,Sindh,Saleem & Sabir Cement Works Azeempura Road Gulfishan Society Shah Faisal Town Karachi Sindh
Sarad Re Rolling Mills,Sir Shah Suleman Road,Block 10,Liaquatabad,Karachi,Sindh,Sarad Re Rolling Mills Sir Shah Suleman Road Block 10 Liaquatabad Karachi Sindh
Seven Eleven Hairdresser,Umer Bin Khatab Road,Mehran Town,Korangi,Karachi,Sindh,Seven Eleven Hairdresser Umer Bin Khatab Road Mehran Town Korangi Karachi Sindh
Shah Steel & Cement Works,Kiran Hospital Road,Sector 34 A,Gulzar e Hijri Scheme 33,Karachi,Sindh,Shah Steel & Cement Works Kiran Hospital Road Sector 34 A Gulzar e Hijri Scheme 33 Karachi Sindh
Shaheen Book Shop,Golden Town Road,Golden Town,Shah Faisal Town,Karachi,Sindh,Shaheen Book Shop Golden Town Road Golden Town Shah Faisal Town Karachi Sindh
Shehzad Manzil,Sardar Ali Sabri Road,Block 5,Gulshan e Iqbal,Karachi,Sindh,Shehzad Manzil Sardar Ali Sabri Road Block 5 Gulshan e Iqbal Karachi Sindh
Sidra Designer,Lake Dr,Block 18,Gulistan e Jauhar,Karachi,Sindh,Sidra Designer Lake Dr Block 18 Gulistan e Jauhar Karachi Sindh
Silk Beauty Salon,Resham Gali Road,Shah Faisal Colony 1,Shah Faisal Town,Karachi,Sindh,Silk Beauty Salon Resham Gali Road Shah Faisal Colony 1 Shah Faisal Town Karachi Sindh
Snooker Club,Sehba Akhtar Road,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh,Snooker Club Sehba Akhtar Road Block 13 D 2 Gulshan e Iqbal Karachi Sindh
Subhanallah Machine Works,39th Street,Block 6,Liaquatabad,Karachi,Sindh,Subhanallah Machine Works 39th Street Block 6 Liaquatabad Karachi Sindh
Sultan Computers & Comm,Street 7,Bagh e Malir,Shah Faisal Town,Karachi,Sindh,Sultan Computers & Comm Street 7 Bagh e Malir Shah Faisal Town Karachi Sindh
,Shahrah e Orangi,Sector 11 E,Muhammad Nagar,Karachi,Sindh, Shahrah e Orangi Sector 11 E Muhammad Nagar Karachi Sindh
,Shahrah e Maulana Shaukat Ali,Sector 5 G,New Karachi,Karachi,Sindh, Shahrah e Maulana Shaukat Ali Sector 5 G New Karachi Karachi Sindh
,Jamia Millia Road,Gulshan e Rafi,Shah Faisal Town,Karachi,Sindh, Jamia Millia Road Gulshan e Rafi Shah Faisal Town Karachi Sindh
,"Rafah e Aam Society Road
",Rafah e Aam Society,Shah Faisal Town,Karachi,Sindh," Rafah e Aam Society Road
 Rafah e Aam Society Shah Faisal Town Karachi Sindh"
,Rafah e Aam Pk Road,Rafah e Aam Society,Shah Faisal Town,Karachi,Sindh, Rafah e Aam Pk Road Rafah e Aam Society Shah Faisal Town Karachi Sindh
,Sahba Akhtar Road,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh, Sahba Akhtar Road Block 13 D 2 Gulshan e Iqbal Karachi Sindh
,Aligarh Road,Sector 2 A,Mujahidabad,Karachi,Sindh, Aligarh Road Sector 2 A Mujahidabad Karachi Sindh
,Shahrah e Shabbir Ahmed Usmani,Sector 50 C,Korangi,Karachi,Sindh, Shahrah e Shabbir Ahmed Usmani Sector 50 C Korangi Karachi Sindh
,Shahrah e Maulana Shaukat Ali,Sector 11 F,North Karachi,Karachi,Sindh, Shahrah e Maulana Shaukat Ali Sector 11 F North Karachi Karachi Sindh
,Syed Altaf Ali Brelvi Road,C Area,Liaquatabad,Karachi,Sindh, Syed Altaf Ali Brelvi Road C Area Liaquatabad Karachi Sindh
,Usmania Masjid Road,Sector 37 C,Landhi,Karachi,Sindh, Usmania Masjid Road Sector 37 C Landhi Karachi Sindh
,Orangi Road,Sector 2 A,Mujahidabad,Karachi,Sindh, Orangi Road Sector 2 A Mujahidabad Karachi Sindh
,Muraqba Hall Road,Sector 4 A,Surjani Town,Karachi,Sindh, Muraqba Hall Road Sector 4 A Surjani Town Karachi Sindh
,Street No 15,Sector 4 B,Surjani Town,Karachi,Sindh, Street No 15 Sector 4 B Surjani Town Karachi Sindh
,Saeedabad Road,Sector 9 A,Baldia,Karachi,Sindh, Saeedabad Road Sector 9 A Baldia Karachi Sindh
,Bismillah Market Road,Sector 36 D,Landhi,Karachi,Sindh, Bismillah Market Road Sector 36 D Landhi Karachi Sindh
,7 C Road,Sector 7 B,Surjani Town,Karachi,Sindh, 7 C Road Sector 7 B Surjani Town Karachi Sindh
,Shahrah e Altaf,Sector 36 D,Landhi,Karachi,Sindh, Shahrah e Altaf Sector 36 D Landhi Karachi Sindh
,Orangi Road,Sector 2 A,Mujahidabad,Karachi,Sindh, Orangi Road Sector 2 A Mujahidabad Karachi Sindh
,Bahria Road,Sector 2,Naval Colony,Karachi,Sindh, Bahria Road Sector 2 Naval Colony Karachi Sindh
,Main Korangi Industrial Road,Moinabad 1&2,Landhi Industrial Area,Karachi,Sindh, Main Korangi Industrial Road Moinabad 1&2 Landhi Industrial Area Karachi Sindh
,Meer Road,Sector Y,Gulshan e Maymar,Karachi,Sindh, Meer Road Sector Y Gulshan e Maymar Karachi Sindh
,Sindh Hotel Road,Sector 5 J,New Karachi,Karachi,Sindh, Sindh Hotel Road Sector 5 J New Karachi Karachi Sindh
,Saeedabad Road,Block 9 D,Baldia,Karachi,Sindh, Saeedabad Road Block 9 D Baldia Karachi Sindh
,Saeedabad Road,Sector 9 C,Baldia,Karachi,Sindh, Saeedabad Road Sector 9 C Baldia Karachi Sindh
,Creek Road,Goth Lalabad,Landhi,Karachi,Sindh, Creek Road Goth Lalabad Landhi Karachi Sindh
,Attar Street No 5,Sector 4 B,Surjani Town,Karachi,Sindh, Attar Street No 5 Sector 4 B Surjani Town Karachi Sindh
,Punjab Road,Sector F,Manzoor Colony,Karachi,Sindh, Punjab Road Sector F Manzoor Colony Karachi Sindh
,Landhi Road,Bhutto Nagar,Landhi,Karachi,Sindh, Landhi Road Bhutto Nagar Landhi Karachi Sindh
,Shahi Road,Sector 3,Sindh Industrial Trading Estate (SITE),Karachi,Sindh, Shahi Road Sector 3 Sindh Industrial Trading Estate (SITE) Karachi Sindh
,Bahria Road,Sector 2,Naval Colony,Karachi,Sindh, Bahria Road Sector 2 Naval Colony Karachi Sindh
,Siddiqia Masjid Road,Sector 36 B,Landhi,Karachi,Sindh, Siddiqia Masjid Road Sector 36 B Landhi Karachi Sindh
,Street No 8,Moinabad 1&2,Landhi,Karachi,Sindh, Street No 8 Moinabad 1&2 Landhi Karachi Sindh
,Dr Muhammad Ali Shah Road,Nazimabad No 4,Nazimabad,Karachi,Sindh, Dr Muhammad Ali Shah Road Nazimabad No 4 Nazimabad Karachi Sindh
,Gaddafi Road,Sector 1 C,Mujahidabad,Karachi,Sindh, Gaddafi Road Sector 1 C Mujahidabad Karachi Sindh
,Main Korangi Industrial Road,Sector 21,Landhi,Karachi,Sindh, Main Korangi Industrial Road Sector 21 Landhi Karachi Sindh
,Kohistan Road,Gulistan Society,Quaidabad,Karachi,Sindh, Kohistan Road Gulistan Society Quaidabad Karachi Sindh
,Imam Ahmed Road,Block 6,PECHS,Karachi,Sindh, Imam Ahmed Road Block 6 PECHS Karachi Sindh
,Landhi Road,Sector 36 J,Landhi,Karachi,Sindh, Landhi Road Sector 36 J Landhi Karachi Sindh
,Shahrah e Altaf,Sector 36 D,Landhi,Karachi,Sindh, Shahrah e Altaf Sector 36 D Landhi Karachi Sindh
,Khan Liaqat Ali Khan Road,Sector 8,Baldia,Karachi,Sindh, Khan Liaqat Ali Khan Road Sector 8 Baldia Karachi Sindh
,Street No 3,Sector 4,Naval Colony,Karachi,Sindh, Street No 3 Sector 4 Naval Colony Karachi Sindh
,Sindh Hotel Road,Sector 5 J,New Karachi,Karachi,Sindh, Sindh Hotel Road Sector 5 J New Karachi Karachi Sindh
,7 C Road,Sector 7 C,Surjani Town,Karachi,Sindh, 7 C Road Sector 7 C Surjani Town Karachi Sindh
,Solangi Road,Sector 4,Baldia,Karachi,Sindh, Solangi Road Sector 4 Baldia Karachi Sindh
,Shahrah E Zahid Hussain Road,Sector 15 B,Buffer Zone,Karachi,Sindh, Shahrah E Zahid Hussain Road Sector 15 B Buffer Zone Karachi Sindh
,Street No 5,Sector 4,Naval Colony,Karachi,Sindh, Street No 5 Sector 4 Naval Colony Karachi Sindh
,National Highway,Jamal e Ibrahim Housing Society,Quaidabad,Karachi,Sindh, National Highway Jamal e Ibrahim Housing Society Quaidabad Karachi Sindh
,M Nasir Street,Nazimabad No 4,Nazimabad,Karachi,Sindh, M Nasir Street Nazimabad No 4 Nazimabad Karachi Sindh
,Shahrah e Altaf,Sector 36 D,Landhi,Karachi,Sindh, Shahrah e Altaf Sector 36 D Landhi Karachi Sindh
,Mehran Highway,Labor Colony (Landhi),Landhi,Karachi,Sindh, Mehran Highway Labor Colony (Landhi) Landhi Karachi Sindh
,Landhi Road,Bhutto Nagar,Landhi,Karachi,Sindh, Landhi Road Bhutto Nagar Landhi Karachi Sindh
,Khan Liaqat Ali Khan Road,Sector 8,Baldia,Karachi,Sindh, Khan Liaqat Ali Khan Road Sector 8 Baldia Karachi Sindh
,Kachi Abadi Street,Tekri Colony,Bath Island,Karachi,Sindh, Kachi Abadi Street Tekri Colony Bath Island Karachi Sindh
,Manghopir Road,5 L Area Qasba,Qasba Colony,Karachi,Sindh, Manghopir Road 5 L Area Qasba Qasba Colony Karachi Sindh
,Shahrah e Momin,Sector R,Gulshan e Maymar,Karachi,Sindh, Shahrah e Momin Sector R Gulshan e Maymar Karachi Sindh
,Landhi Road,Sector 37 K,Landhi,Karachi,Sindh, Landhi Road Sector 37 K Landhi Karachi Sindh
,Shahrah e Mujadid Alaf Sani,Ahsanabad,Gulzar e Hijri Scheme 33,Karachi,Sindh, Shahrah e Mujadid Alaf Sani Ahsanabad Gulzar e Hijri Scheme 33 Karachi Sindh
,Jinnah Road,Sector B,Manzoor Colony,Karachi,Sindh, Jinnah Road Sector B Manzoor Colony Karachi Sindh
,Attari Communication Road,Gulshan e Noor,Taiser Town,Karachi,Sindh, Attari Communication Road Gulshan e Noor Taiser Town Karachi Sindh
,Shahrah E Zahid Hussain Road,Sector 15 B,Buffer Zone,Karachi,Sindh, Shahrah E Zahid Hussain Road Sector 15 B Buffer Zone Karachi Sindh
,Allama Rasheed Turabi Road,Punjab Colony,Nazimabad,Karachi,Sindh, Allama Rasheed Turabi Road Punjab Colony Nazimabad Karachi Sindh
,Future Colony Main Road,Moinabad 1&2,Landhi,Karachi,Sindh, Future Colony Main Road Moinabad 1&2 Landhi Karachi Sindh
,Landhi Road,Sector 37 C,Landhi,Karachi,Sindh, Landhi Road Sector 37 C Landhi Karachi Sindh
,Landhi Road,Bhutto Nagar,Landhi,Karachi,Sindh, Landhi Road Bhutto Nagar Landhi Karachi Sindh
,Imran Khan Road,Sector 3,Sindh Industrial Trading Estate (SITE),Karachi,Sindh, Imran Khan Road Sector 3 Sindh Industrial Trading Estate (SITE) Karachi Sindh
,Shahrah e Ghalib,Block 1,Clifton,Karachi,Sindh, Shahrah e Ghalib Block 1 Clifton Karachi Sindh
,Khayaban e Saadi,Block 5,Clifton,Karachi,Sindh, Khayaban e Saadi Block 5 Clifton Karachi Sindh
,Shahrah e Ghalib,Block 1,Clifton,Karachi,Sindh, Shahrah e Ghalib Block 1 Clifton Karachi Sindh
,24th B Commercial Street,Phase 5,DHA,Karachi,Sindh, 24th B Commercial Street Phase 5 DHA Karachi Sindh
,Khayaban e Iqbal,Block 9,Clifton,Karachi,Sindh, Khayaban e Iqbal Block 9 Clifton Karachi Sindh
,Generalabad Road,Block 6,Clifton,Karachi,Sindh, Generalabad Road Block 6 Clifton Karachi Sindh
,Dawa Khan Sabir Road,Sector 4,Sindh Industrial Trading Estate (SITE),Karachi,Sindh, Dawa Khan Sabir Road Sector 4 Sindh Industrial Trading Estate (SITE) Karachi Sindh
,Khayaban e Saadi,Block 5,Clifton,Karachi,Sindh, Khayaban e Saadi Block 5 Clifton Karachi Sindh
,Rashid Minhas Road,Block 10 A,National Cement Employees CHS,Karachi,Sindh, Rashid Minhas Road Block 10 A National Cement Employees CHS Karachi Sindh
,Qaburustan Road,A Area,Qayyumabad,Karachi,Sindh, Qaburustan Road A Area Qayyumabad Karachi Sindh
,Main Market Road,Block C,Abidabad,Karachi,Sindh, Main Market Road Block C Abidabad Karachi Sindh
,12th Commercial Street,Phase 2 Commercial Area,DHA,Karachi,Sindh, 12th Commercial Street Phase 2 Commercial Area DHA Karachi Sindh
,Rashid Minhas Road,Block 10 A,Gulshan e Iqbal,Karachi,Sindh, Rashid Minhas Road Block 10 A Gulshan e Iqbal Karachi Sindh
,10th Gizri Street,Lower Gizri,Gizri,Karachi,Sindh, 10th Gizri Street Lower Gizri Gizri Karachi Sindh
,Feroz Nana Road,GOR Colony,Bath Island,Karachi,Sindh, Feroz Nana Road GOR Colony Bath Island Karachi Sindh
,University Road,Block 14,Gulshan e Iqbal,Karachi,Sindh, University Road Block 14 Gulshan e Iqbal Karachi Sindh
,Parking Area,Block 8,Clifton,Karachi,Sindh, Parking Area Block 8 Clifton Karachi Sindh
,Khayaban e Iqbal,Block 8,Clifton,Karachi,Sindh, Khayaban e Iqbal Block 8 Clifton Karachi Sindh
,Abdul Sattar Edhi Road,Block 4,Clifton,Karachi,Sindh, Abdul Sattar Edhi Road Block 4 Clifton Karachi Sindh
,Arshad Sabir Road,Block 4 A,Gulshan e Iqbal,Karachi,Sindh, Arshad Sabir Road Block 4 A Gulshan e Iqbal Karachi Sindh
,Arshad Sabri Road,Block 4 A,Gulshan e Iqbal,Karachi,Sindh, Arshad Sabri Road Block 4 A Gulshan e Iqbal Karachi Sindh
,Old Nayab Cinema Road,Nazimabad No 1,Nazimabad,Karachi,Sindh, Old Nayab Cinema Road Nazimabad No 1 Nazimabad Karachi Sindh
,Chowrangi Road,Shah Faisal Colony 1,Shah Faisal Town,Karachi,Sindh, Chowrangi Road Shah Faisal Colony 1 Shah Faisal Town Karachi Sindh
,Khanqah Road,Haji Lemo Goth,Gulshan e Iqbal,Karachi,Sindh, Khanqah Road Haji Lemo Goth Gulshan e Iqbal Karachi Sindh
,Tariq Road,Block 2,PECHS,Karachi,Sindh, Tariq Road Block 2 PECHS Karachi Sindh
,Tariq Road,Block 2,PECHS,Karachi,Sindh, Tariq Road Block 2 PECHS Karachi Sindh
,Tariq Road,Block 2,PECHS,Karachi,Sindh, Tariq Road Block 2 PECHS Karachi Sindh
,Tariq Road,Block 3,PECHS,Karachi,Sindh, Tariq Road Block 3 PECHS Karachi Sindh
,Tariq Road,Block 3,PECHS,Karachi,Sindh, Tariq Road Block 3 PECHS Karachi Sindh
,Nawab Shafiq Ahmed Road,Block 3 Delhi CHS,PECHS,Karachi,Sindh, Nawab Shafiq Ahmed Road Block 3 Delhi CHS PECHS Karachi Sindh
,Sir Syed Road,Block 2,PECHS,Karachi,Sindh, Sir Syed Road Block 2 PECHS Karachi Sindh
,Manghopir Road,Jahan Colony,Pak Colony,Karachi,Sindh, Manghopir Road Jahan Colony Pak Colony Karachi Sindh
Generation,10th Commercial Lane,Phase 5,DHA,Karachi,Sindh,Generation 10th Commercial Lane Phase 5 DHA Karachi Sindh
Makkah CNG Training Center,,Rajput Mohalla,Gulzar e Hijri Scheme 33,Karachi,Sindh,Makkah CNG Training Center  Rajput Mohalla Gulzar e Hijri Scheme 33 Karachi Sindh
Karwan e Barkat e Madina International Travel,,Phase 1,Defence View Housing Society,Karachi,Sindh,Karwan e Barkat e Madina International Travel  Phase 1 Defence View Housing Society Karachi Sindh
Riaz Estate Agency,,Phase 2,Defence View Housing Society,Karachi,Sindh,Riaz Estate Agency  Phase 2 Defence View Housing Society Karachi Sindh
